kedeputian;direktorat;belanja;anggaran
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Gaji dan Tunjangan PNS;15802987000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Tunj. Khusus & Pegawai Transito;10193463000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Barang Operasional;691278000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Barang Operasional;589890000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Barang Operasional;2317850000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Barang Operasional;1147660000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Barang Non Operasional;1982088000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Barang Non Operasional;1230400000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Barang Non Operasional;6510372000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Barang Non Operasional;1507257000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Barang Persediaan;988500000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Barang Persediaan;189000000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Barang Persediaan;150080000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Barang Persediaan;948442000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Jasa;1923852000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Jasa;2617500000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Jasa;5947141000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Jasa;1962900000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Pemeliharaan;305610000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Pemeliharaan;208660000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Pemeliharaan;871084000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Pemeliharaan;600040000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Perjalanan Dalam Negeri;9358492000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Perjalanan Luar Negeri;933834000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Pengendalian Mutu;Modal Peralatan dan Mesin;631157000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Standardisasi Sistem Dan Kepatuhan;Modal Peralatan dan Mesin;276000000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Sekretariat BKIPM;Modal Peralatan dan Mesin;2168250000
Badan Karantina Ikan, Pengendalian Mutu Dan Keamanan Hasil Perikanan;Pusat Karantina Ikan;Modal Peralatan dan Mesin;884000000
